tweet_id,retweet_count,favorite_count,favorited,retweeted
673688752737402881,3573.0,15140.0,False,False
673689733134946305,1769.0,10229.0,False,False
673697980713705472,10666.0,11979.0,False,False
673700254269775872,3931.0,15264.0,False,False
673705679337693185,605.0,4889.0,False,False
673707060090052608,2750.0,10770.0,False,False
673708611235921920,11374.0,0.0,False,False
673709992831262724,2557.0,14169.0,False,False
673711475735838725,2666.0,13220.0,False,False
673715861853720576,25.0,710.0,False,False
673887867907739649,4093.0,15959.0,False,False
673906403526995968,10051.0,0.0,False,False
673919437611909120,3509.0,17542.0,False,False
673956914389192708,43989.0,133467.0,False,False
674008982932058114,2322.0,13481.0,False,False
674014384960745472,6517.0,0.0,False,False
674019345211760640,3009.0,15043.0,False,False
674024893172875264,6517.0,18425.0,False,False
674036086168010753,14581.0,28493.0,False,False
674038233588723717,10051.0,35474.0,False,False
674042553264685056,4861.0,0.0,False,False
674045139690631169,2352.0,11494.0,False,False
674051556661161984,3411.0,0.0,False,False
674053186244734976,1685.0,8553.0,False,False
674063288070742018,1798.0,8156.0,False,False
674075285688614912,5698.0,0.0,False,False
674082852460433408,4424.0,11973.0,False,False
674255168825880576,10.0,260.0,False,False
674262580978937856,2028.0,8791.0,False,False
674265582246694913,2172.0,9746.0,False,False
674269164442398721,2323.0,12855.0,False,False
674271431610523648,6857.0,0.0,False,False
674291837063053312,10076.0,32076.0,False,False
674318007229923329,3289.0,12408.0,False,False
674372068062928900,573.0,0.0,False,False
674394782723014656,2618.0,0.0,False,False
674410619106390016,573.0,3399.0,False,False
674416750885273600,6405.0,20141.0,False,False
674422304705744896,1201.0,0.0,False,False
674436901579923456,1201.0,5415.0,False,False
674447403907457024,4957.0,13100.0,False,False
674468880899788800,3170.0,13618.0,False,False
674632714662858753,2028.0,9807.0,False,False
674638615994089473,1231.0,7341.0,False,False
674644256330530816,414.0,2318.0,False,False
674646392044941312,6857.0,23468.0,False,False
674664755118911488,37548.0,0.0,False,False
674670581682434048,19306.0,0.0,False,False
674690135443775488,19306.0,46038.0,False,False
674737130913071104,37548.0,88357.0,False,False
674739953134403584,21420.0,0.0,False,False
674743008475090944,7683.0,22781.0,False,False
674752233200820224,2615.0,10014.0,False,False
674754018082705410,6275.0,0.0,False,False
674764817387900928,2516.0,11092.0,False,False
674767892831932416,8259.0,0.0,False,False
674774481756377088,2318.0,11225.0,False,False
674781762103414784,2618.0,12506.0,False,False
674788554665512960,821.0,4945.0,False,False
674790488185167872,27602.0,52641.0,False,False
674793399141146624,2745.0,10928.0,False,False
674800520222154752,3028.0,11972.0,False,False
674805413498527744,3468.0,0.0,False,False
674999807681908736,15042.0,34496.0,False,False
675003128568291329,972.0,5706.0,False,False
675006312288268288,8643.0,0.0,False,False
675015141583413248,2065.0,8935.0,False,False
675047298674663426,2655.0,12438.0,False,False
675109292475830276,1679.0,8751.0,False,False
675111688094527488,4807.0,0.0,False,False
675113801096802304,2079.0,10210.0,False,False
675135153782571009,2239.0,9989.0,False,False
675145476954566656,8259.0,31043.0,False,False
675146535592706048,1985.0,8769.0,False,False
675147105808306176,2187.0,9095.0,False,False
675149409102012420,1049.0,0.0,False,False
675153376133427200,5394.0,0.0,False,False
675166823650848770,1049.0,5053.0,False,False
675334060156301312,8643.0,22842.0,False,False
675349384339542016,4231.0,0.0,False,False
675354435921575936,2321.0,10038.0,False,False
675362609739206656,1681.0,8379.0,False,False
675372240448454658,3890.0,10578.0,False,False
675432746517426176,1304.0,7799.0,False,False
675483430902214656,2762.0,11491.0,False,False
675489971617296384,5961.0,0.0,False,False
675497103322386432,1904.0,8821.0,False,False
675501075957489664,8881.0,29383.0,False,False
675517828909424640,3254.0,0.0,False,False
675522403582218240,1910.0,9487.0,False,False
675531475945709568,14301.0,37176.0,False,False
675534494439489536,1806.0,8490.0,False,False
675706639471788032,7464.0,19024.0,False,False
675707330206547968,1848.0,9430.0,False,False
675710890956750848,4467.0,20305.0,False,False
675740360753160193,1972.0,9467.0,False,False
675781562965868544,2268.0,7937.0,False,False
675798442703122432,2438.0,8650.0,False,False
675820929667219457,457.0,4575.0,False,False
675822767435051008,3205.0,12100.0,False,False
675845657354215424,2806.0,10536.0,False,False
675853064436391936,3700.0,10786.0,False,False
675870721063669760,2837.0,10104.0,False,False
675878199931371520,2001.0,8133.0,False,False
675888385639251968,7537.0,21425.0,False,False
675891555769696257,1952.0,7744.0,False,False
675898130735476737,,,,
676089483918516224,1465.0,6761.0,False,False
676098748976615425,1251.0,6203.0,False,False
676101918813499392,1982.0,8148.0,False,False
676146341966438401,3752.0,13957.0,False,False
676191832485810177,1437.0,7419.0,False,False
676215927814406144,1637.0,7705.0,False,False
676219687039057920,760.0,5734.0,False,False
676237365392908289,3158.0,13060.0,False,False
676263575653122048,6542.0,21394.0,False,False
676430933382295552,1471.0,5457.0,False,False
676440007570247681,1811.0,9225.0,False,False
676470639084101634,2719.0,11219.0,False,False
676496375194980353,11591.0,36084.0,False,False
676533798876651520,3452.0,15038.0,False,False
676575501977128964,4035.0,15876.0,False,False
676582956622721024,5022.0,0.0,False,False
676588346097852417,1500.0,7094.0,False,False
676603393314578432,5742.0,20373.0,False,False
676606785097199616,3614.0,13546.0,False,False
676613908052996102,3124.0,10339.0,False,False
676617503762681856,2220.0,8084.0,False,False
676776431406465024,2674.0,11556.0,False,False
676811746707918848,21420.0,43565.0,False,False
676819651066732545,6089.0,0.0,False,False
676821958043033607,2262.0,8989.0,False,False
676864501615042560,3620.0,12824.0,False,False
676897532954456065,3725.0,14905.0,False,False
676936541936185344,56942.0,121040.0,False,False
676942428000112642,7534.0,0.0,False,False
676946864479084545,3956.0,13365.0,False,False
676948236477857792,35612.0,76479.0,False,False
676949632774234114,5677.0,0.0,False,False
676957860086095872,1994.0,5003.0,False,False
676975532580409345,2416.0,10459.0,False,False
677187300187611136,11941.0,0.0,False,False
677228873407442944,1221.0,6584.0,False,False
677269281705472000,5505.0,0.0,False,False
677301033169788928,1967.0,8459.0,False,False
677314812125323265,1879.0,6722.0,False,False
677328882937298944,8247.0,0.0,False,False
677331501395156992,1706.0,5884.0,False,False
677334615166730240,2584.0,8998.0,False,False
677530072887205888,1758.0,8012.0,False,False
677547928504967168,3921.0,14010.0,False,False
677557565589463040,2066.0,6284.0,False,False
677565715327688705,3319.0,0.0,False,False
677573743309385728,16584.0,45542.0,False,False
677644091929329666,2820.0,10303.0,False,False
677662372920729601,7622.0,0.0,False,False
677673981332312066,4247.0,11205.0,False,False
677687604918272002,1912.0,7958.0,False,False
677698403548192770,5465.0,0.0,False,False
677700003327029250,2523.0,10267.0,False,False
677716515794329600,2063.0,9229.0,False,False
677895101218201600,2984.0,0.0,False,False
677918531514703872,1509.0,7275.0,False,False
678021115718029313,2578.0,9141.0,False,False
678255464182861824,5989.0,16603.0,False,False
678278586130948096,1413.0,6934.0,False,False
678334497360859136,,,,
678341075375947776,2693.0,9299.0,False,False
678380236862578688,279.0,0.0,False,False
678389028614488064,1755.0,7930.0,False,False
678396796259975168,243.0,1821.0,False,False
678399652199309312,2117.0,8419.0,False,False
678410210315247616,845.0,6204.0,False,False
678424312106393600,6089.0,25064.0,False,False
678446151570427904,4054.0,0.0,False,False
678643457146150913,2160.0,8275.0,False,False
678675843183484930,98.0,700.0,False,False
678740035362037760,1656.0,0.0,False,False
678755239630127104,2868.0,10803.0,False,False
678764513869611008,3067.0,13451.0,False,False
678767140346941444,2230.0,9730.0,False,False
678774928607469569,4423.0,0.0,False,False
678798276842360832,2881.0,11416.0,False,False
678800283649069056,4048.0,0.0,False,False
678969228704284672,2618.0,15660.0,False,False
678991772295516161,13521.0,29067.0,False,False
679047485189439488,4818.0,0.0,False,False
679062614270468097,2218.0,8601.0,False,False
679111216690831360,1973.0,8251.0,False,False
679132435750195208,5621.0,0.0,False,False
679148763231985668,2837.0,10133.0,False,False
679158373988876288,2525.0,8267.0,False,False
679462823135686656,4593.0,13408.0,False,False
679475951516934144,1479.0,7667.0,False,False
679503373272485890,6826.0,0.0,False,False
679511351870550016,8003.0,0.0,False,False
679527802031484928,6677.0,0.0,False,False
679530280114372609,5091.0,0.0,False,False
679722016581222400,2396.0,0.0,False,False
679729593985699840,4845.0,0.0,False,False
679736210798047232,5691.0,0.0,False,False
679777920601223168,4016.0,0.0,False,False
679828447187857408,1906.0,0.0,False,False
679844490799091713,2026.0,0.0,False,False
679854723806179328,5872.0,0.0,False,False
679862121895714818,6004.0,0.0,False,False
679877062409191424,3444.0,0.0,False,False
680055455951884288,2624.0,10671.0,False,False
680070545539371008,3192.0,11887.0,False,False
680085611152338944,4999.0,14903.0,False,False
680100725817409536,6768.0,20419.0,False,False
680115823365742593,26.0,229.0,False,False
680130881361686529,9159.0,0.0,False,False
680145970311643136,1963.0,7873.0,False,False
680161097740095489,3128.0,12124.0,False,False
680176173301628928,7459.0,0.0,False,False
680191257256136705,1808.0,7762.0,False,False
680206703334408192,4267.0,11272.0,False,False
680221482581123072,14672.0,0.0,False,False
680440374763077632,14672.0,33037.0,False,False
680473011644985345,1857.0,5082.0,False,False
680494726643068929,2481.0,9325.0,False,False
680497766108381184,2378.0,8659.0,False,False
680583894916304897,3811.0,11063.0,False,False
680609293079592961,24306.0,50845.0,False,False
680798457301471234,2954.0,10309.0,False,False
680801747103793152,5576.0,16592.0,False,False
680836378243002368,3465.0,0.0,False,False
680889648562991104,2372.0,10499.0,False,False
680913438424612864,10588.0,0.0,False,False
680934982542561280,2745.0,9811.0,False,False
680940246314430465,3403.0,9438.0,False,False
680959110691590145,5022.0,17240.0,False,False
680970795137544192,1921.0,9451.0,False,False
681193455364796417,3219.0,0.0,False,False
681231109724700672,1671.0,8173.0,False,False
681242418453299201,2437.0,10931.0,False,False
681261549936340994,9410.0,25197.0,False,False
681281657291280384,2457.0,8915.0,False,False
681297372102656000,8575.0,20460.0,False,False
681302363064414209,3383.0,10770.0,False,False
681320187870711809,2945.0,10077.0,False,False
681339448655802368,2871.0,9141.0,False,False
681523177663676416,5786.0,15659.0,False,False
681579835668455424,2059.0,7111.0,False,False
681610798867845120,2859.0,9650.0,False,False
681654059175129088,1743.0,6338.0,False,False
681679526984871937,2556.0,6600.0,False,False
681694085539872773,4023.0,12989.0,False,False
681891461017812993,4080.0,14674.0,False,False
681981167097122816,4381.0,11577.0,False,False
682003177596559360,1725.0,7521.0,False,False
682032003584274432,4405.0,13780.0,False,False
682047327939461121,1851.0,7325.0,False,False
682059653698686977,21653.0,0.0,False,False
682242692827447297,9851.0,0.0,False,False
682259524040966145,3920.0,0.0,False,False
682303737705140231,22811.0,46191.0,False,False
682389078323662849,3219.0,12031.0,False,False
682393905736888321,4231.0,13447.0,False,False
682406705142087680,2606.0,8987.0,False,False
682429480204398592,4206.0,0.0,False,False
682638830361513985,2186.0,10064.0,False,False
682662431982772225,4807.0,17041.0,False,False
682697186228989953,2371.0,0.0,False,False
682750546109968385,1978.0,8415.0,False,False
682788441537560576,7353.0,21130.0,False,False
682962037429899265,1925.0,8012.0,False,False
683030066213818368,3254.0,12851.0,False,False
683078886620553216,3661.0,0.0,False,False
683098815881154561,2371.0,9472.0,False,False
683111407806746624,4225.0,0.0,False,False
683142553609318400,4232.0,10596.0,False,False
683357973142474752,1820.0,7665.0,False,False
683391852557561860,1975.0,6917.0,False,False
683449695444799489,3465.0,12001.0,False,False
